Time (sec),AC Compressor Sw (on/off),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Learning 3 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS In Left (°),Accel Position (%),Baro Pressure (psi),Battery Volts (V),Boost (psi),Boost Extended (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Calculated Load Ext (g/rev),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),EGR Commanded (steps),Feedback Knock (°),Fine Knock Learn (°),Fuel Cut (cylinders),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (gear),Ign Comp IAT (°),Ignition Timing (°),Inj Duty Cycle (%),Inj PW (ms),Inj Timing H SOI NEW (°),Intake Temp (F),Intake Temp Manifold (F),MAF Corr Final (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TD Integral (%),TD Proportional (%),TGV Map Ratio (mult),Target Boost Final Rel Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),"AP Info:[AP3-SUB-004 v1.7.6.0-28208][2021 USDM WRX MT CCF Gen2][Reflash: Stage1+BigSF 93 v400.ptm - Realtime: Stage1+BigSF 93 v400.ptm]"
61.408,on,-1.56,0.00,3.12,-5.47,14.39,10,0,0.0,14.65,13.60,-7.38,-6.75,14.70,0.40,0.41,14.76,194.0,0.875,0,0.00,-1.41,1,1147.8,437.9,2,-1.0,2.00,1.70,1.197,270.0,147.2,141.8,11.58,1.02,7.27,203.4,1702,0.00,-3.36,0.000,0.00,0.000,-9.97,6.3,15,0.00,0
61.490,on,0.00,0.00,3.12,-5.47,14.24,0,0,0.0,14.65,13.76,-9.07,-8.28,14.65,0.35,0.35,14.76,194.0,0.875,0,0.00,0.00,1,1043.8,437.9,2,-1.0,4.00,1.55,1.078,270.0,147.2,141.8,10.09,1.02,5.57,203.4,1726,0.00,-1.87,0.000,0.00,0.000,-10.04,6.3,15,0.00,0
61.564,on,0.00,0.00,3.12,-5.47,14.07,0,0,0.0,14.65,13.68,-9.55,-9.20,14.65,0.31,0.31,14.76,194.0,0.875,0,0.00,0.00,1,974.8,437.9,2,-1.0,4.50,1.39,0.976,270.0,147.2,141.8,8.74,1.02,5.10,203.4,1703,0.00,-1.04,0.000,0.00,0.000,-10.00,6.3,14,0.00,0
61.623,on,0.00,0.00,3.12,-5.47,13.90,0,0,0.0,14.65,13.60,-10.09,-9.84,14.65,0.27,0.28,14.76,194.0,0.875,0,0.00,0.00,1,907.0,437.9,2,-0.5,5.00,1.25,0.906,270.0,147.2,141.8,7.82,1.00,4.56,203.4,1656,0.00,-0.21,0.000,0.00,0.000,-9.94,6.3,14,0.00,0
61.703,on,0.00,0.00,3.12,-5.47,13.72,0,0,0.0,14.65,13.76,-10.52,-10.29,14.65,0.26,0.26,14.70,194.0,0.875,0,0.00,0.00,1,853.0,437.9,2,-0.5,5.50,1.16,0.861,270.0,147.2,141.8,7.10,1.00,4.13,203.4,1617,0.00,0.32,0.000,0.00,0.000,-9.87,6.7,14,0.00,0
61.763,on,0.00,0.00,3.12,-5.47,13.48,0,0,0.0,14.50,13.68,-10.48,-10.39,14.65,0.25,0.26,14.93,194.0,0.875,0,0.00,0.00,1,819.8,437.9,2,0.0,6.00,1.09,0.835,269.5,147.2,140.0,6.63,1.02,4.02,203.4,1560,0.00,0.83,0.000,0.00,0.000,-9.55,6.7,14,0.00,0
61.841,on,0.00,0.00,3.12,-5.47,13.25,0,0,0.0,14.50,13.60,-10.62,-10.57,14.65,0.25,0.25,14.99,194.0,0.875,0,0.00,0.00,1,770.0,437.9,2,0.0,6.00,1.05,0.838,268.5,147.2,140.0,6.28,1.04,3.88,203.4,1504,0.00,1.19,0.000,0.00,0.000,-9.35,7.1,14,0.00,0
61.900,on,0.00,0.00,3.12,-5.47,13.09,0,0,0.0,14.50,13.76,-10.62,-10.61,14.65,0.25,0.25,15.05,194.0,0.875,0,0.00,0.00,1,734.9,437.9,2,0.0,6.00,1.03,0.851,268.0,147.2,140.0,6.06,1.04,3.88,203.4,1446,0.00,1.51,0.000,0.00,0.000,-9.10,7.1,14,0.00,0
61.981,on,0.00,0.00,3.12,-5.47,12.98,0,0,0.0,14.50,13.84,-10.60,-10.58,14.65,0.25,0.25,15.05,194.0,0.875,0,0.00,0.00,1,689.8,437.9,2,0.0,5.50,1.01,0.874,267.5,147.2,140.0,5.87,1.10,3.90,203.4,1391,3.23,1.66,0.000,0.00,0.000,-8.94,7.1,14,0.00,0
62.050,on,0.00,0.00,3.12,-5.47,12.96,0,0,7.1,14.50,13.36,-10.44,-10.49,14.65,0.26,0.26,15.05,194.0,0.875,0,0.00,0.00,0,642.1,437.9,2,0.0,12.00,1.07,0.963,266.5,147.2,140.0,5.84,1.06,4.06,203.3,1331,60.58,5.36,0.000,0.00,0.000,-5.15,10.2,14,0.00,0
62.120,on,-7.03,0.00,3.12,-5.47,12.96,0,0,7.5,14.50,13.60,-9.31,-9.90,14.65,0.31,0.32,15.05,194.0,0.875,0,0.00,0.00,0,589.7,583.9,2,0.0,13.00,1.06,0.963,266.5,147.2,140.0,7.24,1.42,5.20,203.3,1324,65.79,5.69,0.000,0.00,0.000,-4.44,11.4,14,0.00,0
62.190,on,-7.03,0.00,3.12,-5.47,13.01,0,-1,8.2,14.50,13.68,-8.52,-9.11,14.65,0.39,0.39,14.99,194.0,0.875,0,0.00,0.00,0,607.3,650.3,2,0.0,13.50,1.48,1.315,267.0,147.2,140.0,8.95,1.48,5.99,203.3,1353,71.78,5.03,0.000,0.00,0.000,-4.15,11.8,14,0.00,0
62.265,on,-7.03,0.00,3.12,-5.47,13.19,0,-5,8.6,14.50,13.60,-7.96,-8.26,14.65,0.44,0.45,14.87,194.0,0.875,3,0.00,0.00,0,656.9,822.8,2,0.0,3.50,1.65,1.408,267.5,147.2,140.0,10.64,1.48,6.54,203.3,1406,78.44,4.68,0.000,0.00,0.000,-3.83,12.6,13,0.00,0
62.338,on,-6.25,0.00,3.12,-5.47,13.43,4,-11,8.6,14.50,13.52,-6.92,-7.30,14.65,0.49,0.49,14.76,194.0,0.875,5,0.00,0.00,0,786.4,915.7,2,0.0,2.50,1.84,1.485,268.5,147.2,140.0,12.40,1.52,7.58,203.5,1483,79.83,3.69,0.000,0.00,0.000,-3.84,13.8,13,0.00,0
62.412,on,-6.25,0.00,3.12,-5.47,13.66,10,-16,9.0,14.50,13.60,-6.00,-6.36,14.65,0.53,0.53,14.70,194.0,0.875,7,0.00,0.00,0,896.3,1021.9,2,-0.5,1.50,1.99,1.555,269.5,147.2,140.0,13.73,1.66,8.51,203.5,1535,82.11,2.77,0.000,0.00,0.000,-3.81,14.6,13,0.00,0
62.481,on,-5.47,0.00,3.12,-5.47,13.85,14,-19,9.0,14.50,13.36,-5.19,-5.57,14.65,0.56,0.56,14.70,194.0,0.875,9,0.00,-1.41,0,942.9,1021.9,2,-1.0,10.00,2.01,1.520,270.0,147.2,140.0,14.93,1.66,9.31,203.5,1585,82.70,1.80,0.000,0.00,0.000,-3.87,15.0,12,0.00,0
62.557,on,-5.47,0.00,3.12,-5.47,14.02,15,-19,9.4,14.50,13.52,-4.65,-4.95,14.65,0.57,0.58,14.70,194.0,0.875,9,0.00,-1.41,0,1001.2,1114.8,2,-1.5,9.00,2.18,1.594,271.0,147.2,140.0,15.92,1.68,9.85,203.5,1640,85.94,1.30,0.000,0.00,0.000,-3.79,15.7,12,0.00,0
62.632,on,-4.69,0.00,3.12,-5.47,14.22,16,-16,9.4,14.50,13.68,-4.24,-4.45,14.65,0.58,0.59,14.70,194.0,0.875,11,0.00,-1.41,0,1008.1,1114.8,2,-2.0,7.50,2.22,1.562,271.0,147.2,141.8,17.01,1.68,10.27,203.4,1705,85.35,0.66,0.000,0.00,0.000,-3.90,16.1,12,0.00,0
62.708,on,-4.69,0.00,3.12,-5.47,14.43,16,-14,9.4,14.50,13.44,-4.03,-4.18,14.65,0.59,0.60,14.70,194.0,0.875,13,0.00,-1.41,0,1044.4,1114.8,2,-2.0,7.50,2.31,1.594,271.5,147.2,141.8,17.48,1.66,10.47,203.4,1741,86.26,0.27,0.000,0.00,0.000,-3.93,15.7,12,0.00,0
62.785,on,-3.91,0.00,3.12,-5.47,14.62,20,-6,9.8,14.50,13.60,-3.90,-3.99,14.65,0.59,0.60,14.70,194.0,0.875,13,0.00,-1.41,0,1091.3,1207.7,2,-2.5,10.50,2.33,1.578,271.0,147.2,141.8,17.95,1.80,10.60,203.4,1772,87.29,0.06,0.000,0.00,0.000,-3.94,16.1,12,0.00,0
62.861,on,-3.12,0.00,3.12,-5.47,14.81,21,-4,9.8,14.50,13.68,-3.82,-3.90,14.65,0.61,0.62,14.70,194.0,0.875,15,0.00,-1.41,0,1161.6,1207.7,2,-2.5,10.00,2.43,1.635,271.5,147.2,141.8,18.36,1.76,10.69,203.4,1782,88.66,-0.05,0.000,0.00,0.000,-3.98,16.1,12,0.00,0
62.936,on,-2.34,0.00,3.12,-5.47,15.03,22,-1,10.2,14.50,13.60,-3.68,-3.76,14.65,0.62,0.62,14.70,194.0,0.875,15,0.00,-1.41,0,1208.4,1207.7,2,-2.5,10.00,2.28,1.546,272.0,147.2,141.8,18.40,1.70,10.82,203.4,1767,92.23,0.14,0.000,0.00,0.000,-3.64,16.5,12,0.00,0
63.002,on,-1.56,0.00,3.12,-5.47,15.05,24,0,11.0,14.50,13.68,-3.49,-3.54,14.65,0.63,0.64,14.70,194.0,0.875,17,0.00,-1.41,0,1210.8,1300.6,2,-2.5,9.50,2.28,1.590,271.0,147.2,141.8,18.34,1.76,11.02,203.4,1722,98.54,0.44,0.000,0.00,0.000,-3.13,17.3,12,0.00,0
63.078,on,-0.78,0.00,3.12,-5.47,15.19,26,0,11.8,14.50,13.60,-3.11,-3.24,14.65,0.65,0.66,14.70,194.0,0.875,17,0.00,-1.41,0,1255.3,1300.6,2,-2.5,8.50,2.27,1.616,271.0,147.2,141.8,18.41,1.74,11.40,203.4,1683,102.19,0.52,0.000,0.00,0.000,-2.80,17.7,12,0.00,0
63.154,on,-0.78,0.00,3.12,-5.47,15.15,27,-1,11.8,14.50,13.52,-2.68,-2.86,14.65,0.69,0.69,14.70,194.0,0.875,17,0.00,-1.41,0,1340.9,1300.6,2,-2.5,8.00,2.18,1.622,270.5,147.2,141.8,18.40,1.74,11.83,203.4,1616,103.54,0.39,0.000,0.00,0.000,-2.55,18.1,12,0.00,0
63.237,on,-0.78,0.00,3.12,-5.47,15.02,28,-1,11.8,14.50,13.60,-2.38,-2.53,14.64,0.70,0.70,14.64,194.0,0.875,17,0.00,-1.41,0,1293.2,1300.6,2,-3.0,7.50,2.19,1.686,270.0,147.2,141.8,18.21,1.76,12.12,203.4,1559,103.54,0.15,0.000,0.00,0.000,-2.42,18.1,12,0.00,0
63.296,on,-0.78,0.00,3.12,-5.47,14.85,28,-1,11.4,14.50,13.44,-2.17,-2.29,14.64,0.70,0.71,14.64,194.0,0.875,17,0.00,-1.41,0,1336.1,1300.6,2,-3.0,6.50,2.17,1.734,269.5,147.2,141.8,17.73,1.68,12.33,203.4,1502,102.49,-0.06,0.000,0.00,0.000,-2.40,17.7,12,0.00,0
63.376,on,-1.56,0.00,3.12,-5.47,14.73,28,-1,11.4,14.50,13.60,-2.10,-2.14,14.64,0.71,0.71,14.64,194.0,0.875,17,0.00,-1.41,0,1311.6,1300.6,2,-3.0,6.00,2.09,1.741,268.5,147.2,141.8,17.20,1.66,12.41,203.4,1444,101.83,-0.20,0.000,0.00,0.000,-2.34,17.3,12,0.00,0
63.430,on,-1.56,0.00,3.12,-5.47,14.65,28,-1,11.4,14.50,13.44,-1.96,-2.05,14.63,0.71,0.72,14.64,194.0,0.875,17,0.00,-1.41,0,1327.5,1393.4,2,-3.5,5.00,1.96,1.696,267.5,147.2,141.8,16.67,1.64,12.54,203.4,1383,101.69,-0.20,0.000,0.00,0.000,-2.26,17.3,12,0.00,0
63.511,on,-2.34,0.00,3.12,-5.47,14.55,29,-1,11.8,14.50,13.76,-1.97,-1.99,14.63,0.71,0.72,14.64,194.0,0.875,14,0.00,-1.41,0,1399.8,1393.4,2,-3.5,4.50,1.99,1.722,267.0,147.2,141.8,16.71,1.60,12.53,203.4,1390,102.20,-0.24,0.000,0.00,0.000,-2.23,16.9,12,0.00,0
63.581,on,-2.34,0.00,3.12,-5.47,14.52,29,-1,11.8,14.50,13.52,-2.07,-2.06,14.64,0.71,0.71,14.64,194.0,0.875,14,0.00,-1.41,0,1327.8,1340.4,2,-3.0,5.00,2.02,1.690,268.5,147.2,141.8,17.11,1.64,12.44,203.4,1438,102.30,-0.25,0.000,0.00,0.000,-2.30,17.3,12,0.00,0
63.666,on,-2.34,0.00,3.12,-5.47,14.51,29,-1,11.4,14.50,13.60,-2.04,-2.07,14.63,0.71,0.72,14.64,194.0,0.875,14,0.00,-1.41,0,1320.1,1393.4,2,-3.5,4.50,2.00,1.699,267.5,147.2,141.8,16.94,1.66,12.46,203.4,1410,101.60,-0.26,0.000,0.00,0.000,-2.31,16.9,12,0.00,0
63.748,on,-2.34,0.00,3.12,-5.47,14.51,29,-1,11.4,14.50,13.68,-2.04,-2.05,14.63,0.71,0.72,14.64,194.0,0.875,14,0.00,-1.41,0,1397.3,1393.4,2,-3.5,4.50,1.98,1.699,267.0,147.2,141.8,16.84,1.62,12.46,203.4,1398,101.51,-0.24,0.000,0.00,0.000,-2.28,16.9,12,0.00,0
63.806,on,-2.34,0.00,3.12,-5.47,14.49,29,-1,11.4,14.50,13.60,-2.01,-2.04,14.64,0.71,0.72,14.64,194.0,0.875,14,0.00,-1.41,0,1408.6,1393.4,2,-3.5,4.50,1.97,1.664,267.5,147.2,141.8,17.20,1.66,12.50,203.4,1423,101.68,-0.25,0.000,0.00,0.000,-2.31,16.9,12,0.00,0
63.886,on,-2.34,0.00,3.12,-5.47,14.54,30,-1,11.4,14.50,13.52,-2.09,-2.06,14.63,0.72,0.73,14.64,194.0,0.875,14,0.00,-1.41,0,1391.1,1393.4,2,-3.0,5.50,1.99,1.661,268.0,147.2,141.8,17.42,1.64,12.42,203.4,1441,102.05,-0.27,0.000,0.00,0.000,-2.34,17.3,12,0.00,0
63.946,on,-2.34,0.00,3.12,-5.47,14.59,30,-1,11.4,14.50,13.52,-2.07,-2.07,14.63,0.72,0.73,14.64,194.0,0.875,14,0.00,-1.41,0,1390.6,1393.4,2,-3.5,5.00,1.98,1.670,268.0,147.2,141.8,17.24,1.64,12.43,203.3,1423,101.41,-0.29,0.000,0.00,0.000,-2.35,16.9,12,0.00,0
64.023,on,-2.34,0.00,3.12,-5.47,14.59,30,0,11.4,14.50,13.52,-1.99,-2.02,14.63,0.72,0.73,14.64,194.0,0.875,14,0.00,-1.41,0,1395.7,1393.4,2,-3.5,4.50,1.97,1.683,267.5,147.2,141.8,17.12,1.68,12.51,203.3,1402,101.80,-0.26,0.000,0.00,0.000,-2.30,16.9,12,0.00,0
64.083,on,-2.34,0.00,3.12,-5.47,14.60,30,0,11.4,14.50,13.60,-2.03,-2.02,14.63,0.72,0.73,14.64,194.0,0.875,14,0.00,-1.41,0,1392.8,1393.4,2,-3.5,4.50,2.02,1.690,267.5,147.2,141.8,17.45,1.64,12.47,203.3,1434,102.01,-0.30,0.000,0.00,0.000,-2.31,16.9,13,0.00,0
64.161,on,-2.34,0.00,3.12,-5.47,14.60,30,0,11.4,14.50,13.52,-2.06,-2.05,14.63,0.72,0.73,14.64,194.0,0.875,14,0.00,-1.41,0,1415.2,1393.4,2,-3.0,5.50,2.05,1.690,268.5,147.2,141.8,17.71,1.66,12.44,203.3,1459,101.34,-0.35,0.000,0.00,0.000,-2.40,17.3,13,0.00,0
64.225,on,-2.34,0.00,3.12,-5.47,14.60,30,0,11.0,14.50,13.60,-2.04,-2.05,14.63,0.72,0.73,14.64,194.0,0.875,14,0.00,-1.41,0,1412.2,1393.4,2,-3.5,5.00,2.00,1.677,268.0,147.2,141.8,17.42,1.66,12.46,203.4,1429,100.39,-0.36,0.000,0.00,0.000,-2.43,16.9,13,0.00,0
64.302,on,-2.34,0.00,3.12,-5.47,14.59,30,0,11.4,14.50,13.68,-2.03,-2.05,14.63,0.72,0.73,14.64,194.0,0.875,14,0.00,-1.41,0,1396.2,1393.4,2,-3.5,4.00,2.01,1.693,268.0,147.2,141.8,17.36,1.62,12.47,203.4,1422,100.89,-0.31,0.000,0.00,0.000,-2.37,16.9,13,0.00,0
64.377,on,-2.34,0.00,3.12,-5.47,14.61,30,0,11.4,14.50,13.68,-2.09,-2.07,14.63,0.72,0.73,14.64,194.0,0.875,14,0.00,-1.41,0,1379.6,1393.4,2,-3.0,5.50,2.04,1.683,268.5,147.2,141.8,17.70,1.66,12.41,203.4,1456,100.75,-0.35,0.000,0.00,0.000,-2.42,16.9,13,0.00,0
64.431,on,-2.34,0.00,3.12,-5.47,14.61,30,0,11.4,14.50,13.52,-2.07,-2.08,14.63,0.72,0.73,14.64,194.0,0.875,14,0.00,-1.41,0,1398.8,1393.4,2,-3.0,5.50,2.09,1.715,268.5,147.2,141.8,17.79,1.68,12.43,203.4,1461,100.78,-0.35,0.000,0.00,0.000,-2.44,16.9,13,0.00,0
64.513,on,-2.34,0.00,3.12,-5.47,14.58,30,0,11.0,14.50,13.44,-2.04,-2.09,14.63,0.72,0.74,14.64,194.0,0.875,14,0.00,-1.41,0,1360.9,1393.4,2,-3.5,5.50,2.03,1.693,268.0,147.2,141.8,17.59,1.70,12.47,203.4,1438,100.43,-0.35,0.000,0.00,0.000,-2.43,16.9,13,0.00,0
64.572,on,-2.34,0.00,3.12,-5.47,14.58,30,0,11.4,14.50,13.68,-2.04,-2.04,14.63,0.74,0.74,14.64,194.0,0.875,14,0.00,-1.41,0,1419.3,1393.4,2,-3.0,5.50,2.05,1.693,268.0,147.2,141.8,17.92,1.72,12.47,203.5,1451,100.74,-0.38,0.000,0.00,0.000,-2.42,16.9,13,0.00,0
64.651,on,-3.12,0.00,3.12,-5.47,14.57,30,0,11.4,14.50,13.76,-2.10,-2.07,14.63,0.74,0.74,14.64,194.0,0.875,14,0.00,-1.41,0,1369.9,1393.4,2,-3.0,5.50,2.09,1.702,268.0,147.2,143.6,18.04,1.64,12.40,203.5,1470,101.11,-0.37,0.000,0.00,0.000,-2.43,16.9,13,0.00,0
64.716,on,-3.12,0.00,3.12,-5.47,14.53,30,0,11.0,14.50,13.76,-2.12,-2.09,14.63,0.74,0.74,14.64,194.0,0.875,14,0.00,-1.41,0,1425.4,1393.4,2,-3.0,5.50,2.07,1.693,268.5,147.2,141.8,17.98,1.68,12.38,203.5,1467,100.53,-0.37,0.000,0.00,0.000,-2.46,16.9,13,0.00,0
64.796,on,-3.12,0.00,3.12,-5.47,14.50,30,0,11.4,14.50,13.68,-2.07,-2.08,14.63,0.74,0.74,14.64,194.0,0.875,14,0.00,-1.41,0,1368.4,1393.4,2,-3.0,5.50,2.03,1.683,268.0,147.2,141.8,17.83,1.60,12.44,203.5,1450,101.56,-0.29,0.000,0.00,0.000,-2.39,17.3,13,0.00,0
64.855,on,-3.12,0.00,3.12,-5.47,14.49,30,0,11.4,14.50,13.76,-2.01,-2.08,14.63,0.72,0.73,14.64,194.0,0.875,14,0.00,-1.41,0,1375.5,1393.4,2,-3.0,5.50,2.05,1.683,268.5,147.2,141.8,17.96,1.64,12.50,203.5,1464,101.36,-0.32,0.000,0.00,0.000,-2.40,16.9,13,0.00,0
64.931,on,-3.12,0.00,3.12,-5.47,14.47,30,0,11.4,14.50,13.68,-2.02,-2.04,14.63,0.72,0.73,14.64,194.0,0.875,14,0.00,-1.41,0,1426.8,1393.4,2,-3.0,5.50,2.07,1.674,268.5,147.2,141.8,18.11,1.70,12.48,203.5,1483,100.86,-0.38,0.000,0.00,0.000,-2.44,16.9,13,0.00,0
65.008,on,-3.12,0.00,3.12,-5.47,14.51,30,0,11.0,14.50,13.76,-2.06,-2.08,14.63,0.72,0.73,14.64,194.0,0.875,14,0.00,-1.41,0,1384.6,1393.4,2,-3.0,5.50,2.05,1.674,268.0,147.2,141.8,17.99,1.68,12.45,203.5,1473,99.96,-0.43,0.000,0.00,0.000,-2.51,16.9,13,0.00,0
65.063,on,-3.12,0.00,3.12,-5.47,14.56,30,0,10.6,14.50,13.92,-2.11,-2.06,14.63,0.72,0.73,14.64,194.0,0.875,14,0.00,-1.41,0,1420.3,1393.4,2,-3.0,5.50,2.05,1.674,268.5,147.2,141.8,17.87,1.68,12.39,203.5,1473,98.55,-0.47,0.000,0.00,0.000,-2.56,16.9,13,0.00,0
65.141,on,-3.12,0.00,3.12,-5.47,14.56,30,0,10.2,14.50,13.76,-2.19,-2.13,14.63,0.72,0.73,14.64,194.0,0.875,14,0.00,-1.41,0,1373.7,1393.4,2,-3.0,5.50,2.05,1.664,268.5,147.2,143.6,17.99,1.70,12.32,203.5,1480,95.65,-0.68,0.000,0.00,0.000,-2.81,16.5,13,0.00,0
65.216,on,-3.12,0.00,3.12,-5.47,14.55,30,1,9.4,14.50,13.76,-2.29,-2.22,14.63,0.71,0.72,14.64,194.0,0.875,14,0.00,-1.41,0,1415.2,1393.4,2,-3.0,5.50,2.06,1.658,268.0,147.2,141.8,17.96,1.64,12.21,203.4,1490,89.04,-1.05,0.000,0.00,0.000,-3.26,15.7,13,0.00,0
65.276,on,-3.12,0.00,3.12,-5.47,14.58,30,1,9.4,14.50,13.76,-2.55,-2.42,14.64,0.70,0.70,14.64,194.0,0.875,14,0.00,-1.41,0,1387.4,1340.4,2,-3.0,6.00,2.03,1.635,269.0,147.2,141.8,17.40,1.58,11.95,203.4,1491,88.19,-0.91,0.000,0.00,0.000,-3.33,15.4,13,0.00,0
65.348,on,-3.12,0.00,3.12,-5.47,14.54,30,0,9.4,14.50,13.68,-2.63,-2.54,14.64,0.69,0.69,14.64,194.0,0.875,14,0.00,-1.41,0,1343.5,1340.4,2,-3.0,6.00,2.00,1.622,268.5,147.2,141.8,16.96,1.62,11.87,203.4,1478,89.11,-0.72,0.000,0.00,0.000,-3.25,15.7,13,0.00,0
65.422,on,-3.91,0.00,3.12,-5.47,14.49,31,0,9.0,14.50,13.76,-2.60,-2.61,14.64,0.69,0.69,14.64,194.0,0.875,14,0.00,-1.41,0,1337.8,1340.4,2,-3.0,6.00,2.04,1.642,268.5,147.2,141.8,17.05,1.56,11.90,203.4,1489,83.95,-0.96,0.000,0.00,0.000,-3.55,15.0,13,0.00,0
65.498,on,-3.91,0.00,3.12,-5.47,14.47,31,0,9.4,14.50,13.92,-2.78,-2.73,14.65,0.66,0.67,14.70,194.0,0.875,14,0.00,-1.41,0,1356.5,1340.4,2,-3.0,6.00,1.99,1.597,268.5,147.2,141.8,16.63,1.56,11.72,203.4,1496,88.15,-0.61,0.000,0.00,0.000,-3.34,15.4,13,0.00,0
65.573,on,-3.91,0.00,3.12,-5.47,14.43,32,0,8.6,14.50,13.84,-2.75,-2.78,14.65,0.66,0.66,14.70,194.0,0.875,14,0.00,-1.41,0,1353.5,1340.4,2,-3.0,6.50,1.90,1.530,269.0,147.2,141.8,16.46,1.64,11.75,203.4,1492,79.74,-1.13,0.000,0.00,0.000,-3.90,15.0,13,0.00,0
65.647,on,-4.69,0.00,3.12,-5.47,14.39,34,-1,8.6,14.50,13.92,-2.96,-2.95,14.65,0.63,0.65,14.70,194.0,0.875,14,0.00,-1.41,0,1322.3,1340.4,2,-3.0,6.50,1.83,1.469,268.5,147.2,141.8,15.94,1.56,11.54,203.4,1494,76.38,-1.28,0.000,0.00,0.000,-4.20,13.8,14,0.00,0
65.722,on,-4.69,0.00,3.12,-5.47,14.36,35,-1,8.6,14.50,13.84,-3.14,-3.13,14.65,0.62,0.63,14.70,194.0,0.875,14,0.00,-1.41,0,1262.4,1207.7,2,-2.5,7.50,1.84,1.482,269.0,147.2,141.8,15.59,1.50,11.37,203.4,1491,78.91,-0.92,0.000,0.00,0.000,-4.02,14.2,14,0.00,0
65.798,on,-4.69,0.00,3.12,-5.47,14.37,36,-1,8.6,14.50,14.00,-3.09,-3.13,14.65,0.62,0.63,14.70,194.0,0.875,14,0.00,-1.41,0,1243.7,1207.7,2,-2.5,8.00,1.87,1.504,269.0,147.2,141.8,15.58,1.58,11.41,203.4,1493,80.61,-0.71,0.000,0.00,0.000,-3.85,14.6,14,0.00,0
65.873,on,-4.69,0.00,3.12,-5.47,14.35,38,-2,8.6,14.50,14.00,-3.03,-3.08,14.65,0.62,0.63,14.70,194.0,0.875,14,0.00,-1.41,0,1234.5,1207.7,2,-2.5,8.00,1.86,1.491,269.5,147.2,141.8,15.62,1.52,11.47,203.4,1498,78.89,-0.90,0.000,0.00,0.000,-3.98,14.2,14,0.00,0
65.956,on,-5.47,0.00,3.12,-5.47,14.34,38,-3,9.0,14.50,14.00,-3.03,-3.09,14.65,0.61,0.62,14.70,194.0,0.875,14,0.00,-1.41,0,1252.8,1207.7,2,-2.5,8.00,1.86,1.491,269.0,147.2,143.6,15.45,1.54,11.48,203.4,1498,83.08,-0.62,0.000,0.00,0.000,-3.70,15.0,14,0.00,0
66.021,on,-5.47,0.00,3.12,-5.47,14.28,38,-4,9.0,14.50,13.92,-2.87,-2.96,14.65,0.62,0.62,14.70,194.0,0.875,14,0.00,-1.41,0,1214.9,1207.7,2,-2.5,7.50,1.84,1.485,269.0,147.2,143.6,15.44,1.58,11.63,203.4,1491,81.45,-0.82,0.000,0.00,0.000,-3.79,14.6,14,0.00,0
66.090,on,-6.25,0.00,3.12,-5.47,14.23,38,-4,9.0,14.50,14.00,-2.87,-2.95,14.65,0.61,0.62,14.70,194.0,0.875,14,0.00,-1.41,0,1237.4,1207.7,2,-2.5,7.50,1.82,1.466,268.5,147.2,143.6,15.34,1.54,11.63,203.4,1493,84.76,-0.75,0.000,0.00,0.000,-3.67,14.6,14,0.00,0
66.157,on,-6.25,0.00,3.12,-5.47,14.20,38,-5,9.0,14.50,13.76,-2.82,-2.91,14.65,0.61,0.62,14.70,194.0,0.875,14,0.00,-1.41,0,1224.6,1207.7,2,-2.5,7.50,1.81,1.453,269.0,147.2,143.6,15.44,1.62,11.68,203.4,1497,83.09,-0.80,0.000,0.00,0.000,-3.69,15.0,14,0.00,0
66.202,on,-7.03,0.00,3.12,-5.47,14.18,38,-6,9.0,14.50,14.16,-2.76,-2.85,14.65,0.62,0.62,14.70,194.0,0.875,14,0.00,-1.41,0,1216.1,1207.7,2,-2.5,8.00,1.81,1.446,269.0,147.2,143.6,15.58,1.60,11.74,203.4,1501,84.71,-0.75,0.000,0.00,0.000,-3.59,15.0,14,0.00,0
66.284,on,-7.03,0.00,3.12,-5.47,14.18,38,-6,9.0,14.50,13.84,-2.71,-2.78,14.65,0.62,0.62,14.70,194.0,0.875,14,0.00,-1.41,0,1219.7,1207.7,2,-2.5,7.50,1.86,1.491,269.0,147.2,143.6,15.52,1.52,11.80,203.4,1493,83.11,-0.90,0.000,0.00,0.000,-3.68,15.0,14,0.00,0
66.359,on,-7.03,0.00,3.12,-5.47,14.25,38,-6,9.0,14.50,13.84,-2.76,-2.78,14.65,0.61,0.62,14.70,194.0,0.875,14,0.00,-1.41,0,1214.6,1207.7,2,-2.5,7.50,1.82,1.466,268.5,147.2,143.6,15.24,1.52,11.74,203.4,1486,84.80,-0.77,0.000,0.00,0.000,-3.55,15.0,14,0.00,0
